Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;UniqueID
Thomas;France;Chambre Supérieure;1;Octobre 2020;Famille;Commentaire envoyé le 31 octobre 2020;Bien ;7,0;"Personnel au top
Possibilité de se garer dès le matin";"Chambre vieillissante en particulier la salle de bain
Petit écran de Tv, on est en 2020 !
Pas de bouteille d’eau ni de quoi se faire une boisson chaude en chambre ?? 
Donc très cher pour les préstations";2;Disney's Newport Bay Club;ThomasFranceChambre SupérieureOctobre 2020FamilleCommentaire envoyé le 31 octobre 2020Bien 
Sandra;France;Chambre Supérieure;1;Octobre 2020;Famille;Commentaire envoyé le 30 octobre 2020;Bien ;7,0;L’emplacement est top pas loin du Disney village et du parc;Les lits queen size sont trop petits pour une chambre de ce prix et un repos bien mérité après une journée de parc. Café hors de la chambre, ménage sur demande , pas de réassort de produits semblent une gestion Covid bien plus orientée coût que client;0;Disney's Newport Bay Club;SandraFranceChambre SupérieureOctobre 2020FamilleCommentaire envoyé le 30 octobre 2020Bien 
Richard;France;Chambre Supérieure - Côté Lac;1;Octobre 2020;Couple;Commentaire envoyé le 24 octobre 2020;Chambre vue sur lac;6,0;Propre;Vue sur lac de cote avec un arbre devant .. au global très déçu;0;Disney's Newport Bay Club;RichardFranceChambre Supérieure - Côté LacOctobre 2020CoupleCommentaire envoyé le 24 octobre 2020Chambre vue sur lac
Virginie;France;Chambre Supérieure - Côté Lac;1;Septembre 2020;Famille;Commentaire envoyé le 17 octobre 2020;Très bien;8,0;Petit déjeuner trop onéreux, du coup nous l’avons pris a l’extérieur.;;0;Disney's Newport Bay Club;VirginieFranceChambre Supérieure - Côté LacSeptembre 2020FamilleCommentaire envoyé le 17 octobre 2020Très bien
Chantal;France;Chambre Supérieure;1;Octobre 2020;Famille;Commentaire envoyé le 7 octobre 2020;Très bien;8,0;le prix beaucoup trop élevé.;;0;Disney's Newport Bay Club;ChantalFranceChambre SupérieureOctobre 2020FamilleCommentaire envoyé le 7 octobre 2020Très bien
Guillaume;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Octobre 2020;Couple;Commentaire envoyé le 6 octobre 2020;Très bien;8,0;La propreté de la chambre et la bonne humeur et la competence des employés;"Douche bouché et pommeau de douche qui ne tien pas .
La télé coupe sans arret";0;Disney's Newport Bay Club;GuillaumeFranceChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Octobre 2020CoupleCommentaire envoyé le 6 octobre 2020Très bien
Aurelie;France;Chambre Supérieure;1;Octobre 2020;Groupe;Commentaire envoyé le 5 octobre 2020;Bien;7,0;Proche du parc et personnel très accueillant;Propreté et trop cher le petit déjeuner;0;Disney's Newport Bay Club;AurelieFranceChambre SupérieureOctobre 2020GroupeCommentaire envoyé le 5 octobre 2020Bien
Sophie;France;Chambre Supérieure (4 Adultes);1;Août 2020;Famille;Commentaire envoyé le 25 septembre 2020;Piscine;8,0;La chambre;Plus de jacuzzi;0;Disney's Newport Bay Club;SophieFranceChambre Supérieure (4 Adultes)Août 2020FamilleCommentaire envoyé le 25 septembre 2020Piscine
Cynthia;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Septembre 2020;Couple;Commentaire envoyé le 14 septembre 2020;Super;8,0;Très confortable et chic, repas au cape cod très copieux et vraiment excellent, literie parfaite on s'endort rapidement.;L'hôtel a besoin d'un grand rafraîchissement, (barrière en bois rongé, manque de peinture aux barrières d'escalier, rester appuyer assez fort sur le bouton d'étage dans l'ascenseur) , pas de brosse pour les toilettes;0;Disney's Newport Bay Club;CynthiaFranceChambre Supérieure (2 Adultes + 2 Enfants)Septembre 2020CoupleCommentaire envoyé le 14 septembre 2020Super
Delphine;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Août 2020;Famille;Commentaire envoyé le 11 septembre 2020;Agréable hôtel personnel;8,0;"Personnel charmant , hôtel
Très propre";"Le prix des
Petits
Déjeuners excessif!!";0;Disney's Newport Bay Club;DelphineFranceChambre Supérieure (2 Adultes + 2 Enfants)Août 2020FamilleCommentaire envoyé le 11 septembre 2020Agréable hôtel personnel
Gabriel;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Août 2020;Couple;Commentaire envoyé le 30 août 2020;Très bien, à améliorer;8,0;"Cadre magnifique particulièrement le soir avec le lac et les lumières autour.
Disney Village à moins de 5mn à pied
Piscine intérieure et extérieure très agréables.";"Aucune commodité dans la chambre (thé, café, bouilloire, couverts, tasses, minibar)
Quelques moucherons ...
Il manquait une porte au meuble de la salle de bain laissant apparaître la tuyauterie.
Lits assez durs
Restauration très cher même pour un sandwich au sein de l'hôtel et peu de choix après 22h30.
Peu de décorations ou goodies rappelant l' univers Disney";1;Disney's Newport Bay Club;GabrielFranceChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Août 2020CoupleCommentaire envoyé le 30 août 2020Très bien, à améliorer
Lisa;France;Chambre Supérieure (3 Adultes + 1 Enfant);1;Août 2020;Groupe;Commentaire envoyé le 17 août 2020;Génial;8,0;"Personnel à l'écoute, serviable et disponible.
Hôtel proche des parcs Disneyland. Literie exceptionnelle !";;0;Disney's Newport Bay Club;LisaFranceChambre Supérieure (3 Adultes + 1 Enfant)Août 2020GroupeCommentaire envoyé le 17 août 2020Génial
Franck;France;Chambre Club Compass (2 Adultes + 2 Enfants);1;Juillet 2020;Couple;Commentaire envoyé le 25 juillet 2020;Agreable, confortable et calme.;7,0;Nous avons apprecie la suite ainsi que la vue sur le lac.;Partis plus tot le lendemain, car le gouter etait decevant.;0;Disney's Newport Bay Club;FranckFranceChambre Club Compass (2 Adultes + 2 Enfants)Juillet 2020CoupleCommentaire envoyé le 25 juillet 2020Agreable, confortable et calme.
Anne;Belgique;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Juillet 2020;Couple;Commentaire envoyé le 22 juillet 2020;Décevant !;6,0;La situation est top !;"Accueil approximatif... Il était 19h... Et, dixit le réceptionniste...""vous avez de la chance, votre chambre est prête !""- ""Ouf, sauvés !' ;-) Il nous annonce également que nous avons accès au parc... C'est gentil mais nous n'avons pas payé pour et nous n'avons effectivement pas d'accès... Nous sommes là pour le boulot ! Mesures covid bien respectées mais personnel un rien ""agressif"" à ce sujet... Rapport qualité/prix moyen ! Lits petits et matelas peu confortables...";0;Disney's Newport Bay Club;AnneBelgiqueChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Juillet 2020CoupleCommentaire envoyé le 22 juillet 2020Décevant !
Françoise;Belgique;Chambre Supérieure – Côté Lac (3 Adultes + 1 Enfant);1;Juillet 2020;Famille;Commentaire envoyé le 22 juillet 2020;Bien ;7,0;Superbe localisation et vue . Accueil efficace. Magnifique piscine;Le prix excessif de la chambre qui ne correspond pas à un 4 étoiles pour moi.;0;Disney's Newport Bay Club;FrançoiseBelgiqueChambre Supérieure – Côté Lac (3 Adultes + 1 Enfant)Juillet 2020FamilleCommentaire envoyé le 22 juillet 2020Bien 
Fabien;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Juillet 2020;Famille;Commentaire envoyé le 21 juillet 2020;Hôtel bien situé, idéal en famille . Prix un peu élevé.;7,0;Hôtel bien situé, à proximité du parc. Restauration convenable.;La propreté de la chambre n'était pas irréprochable.;0;Disney's Newport Bay Club;FabienFranceChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Juillet 2020FamilleCommentaire envoyé le 21 juillet 2020Hôtel bien situé, idéal en famille . Prix un peu élevé.
Mourad;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Famille;Commentaire envoyé le 5 avril 2020;TRES BON SEJOUR EN FAMILLE AVANT LE CONFINEMENT;8,0;Hotel ou nous avons l'habitude d'aller, Excellent séjour, juste avant le confinement, vraiment sympa un très bon souvenir.allez au parc à pied sa change tout. je recommande.;;0;Disney's Newport Bay Club;MouradFranceChambre Supérieure (2 Adultes + 2 Enfants)Mars 2020FamilleCommentaire envoyé le 5 avril 2020TRES BON SEJOUR EN FAMILLE AVANT LE CONFINEMENT
Michael;France;Chambre Supérieure (4 Adultes);1;Mars 2020;Famille;Commentaire envoyé le 17 mars 2020;pas comme prévu;6,0;"nous n'avons pas pu profiter du déjeuner suite au covid-19
mais le personnel était à l'écoute et faisait son possible pour satisfaire les clients.";le parc fermé suite au covid-19;0;Disney's Newport Bay Club;MichaelFranceChambre Supérieure (4 Adultes)Mars 2020FamilleCommentaire envoyé le 17 mars 2020pas comme prévu
Jonathan;France;Chambre Supérieure (1 Adulte + 3 Enfants);2;Mars 2020;Famille;Commentaire envoyé le 16 mars 2020;Agréable;6,7;Personnel du bar super agréable et très attentionné, Ainsi que le reste du personnel de manière générale.;;0;Disney's Newport Bay Club;JonathanFranceChambre Supérieure (1 Adulte + 3 Enfants)Mars 2020FamilleCommentaire envoyé le 16 mars 2020Agréable
Vanessa;France;Chambre Supérieure (1 Adulte + 3 Enfants);1;Mars 2020;Famille;Commentaire envoyé le 15 mars 2020;conforme;7,0;le décor de l'hôtel qui est très bien pensé et nous fait déjà entrer dans l'univers Disney. Tout est sans fausse note. Le personnel de la piscine qui nous a laissé entrer 10min avant la fermeture alors qu'ils n'étaient pas obligés.;Très grand, un vrai labyrinthe, un dédale de couloirs sans fin. Le côté impersonnel, on se sent vraiment un touriste lambda, les distances que l'on parcourt qui font perdre pas mal de temps (par exemple pour aller à la piscine ou à la salle de sport);0;Disney's Newport Bay Club;VanessaFranceChambre Supérieure (1 Adulte + 3 Enfants)Mars 2020FamilleCommentaire envoyé le 15 mars 2020conforme
Frederic;France;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Mars 2020;Couple;Commentaire envoyé le 9 mars 2020;très bien;8,0;"la proximité du parc
le parking juste à coté
la propreté en général , extérieur et intérieur 
le personnel est agréable et serviable";prix élevé;0;Disney's Newport Bay Club;FredericFranceChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Mars 2020CoupleCommentaire envoyé le 9 mars 2020très bien
Guy;France;Chambre Supérieure (3 Adultes + 1 Enfant);3;Mars 2020;Famille;Commentaire envoyé le 8 mars 2020;Bien ;7,0;Les chambres communicantes....la proximité des parcs....le personnel très aimable et patient.....;La carte Magi passe qui ne fonctionne pas malgres près d un heure de reprogrammation.... seulement des boissons chaudes avec les cartes des chambres....la longueur des couloirs...;0;Disney's Newport Bay Club;GuyFranceChambre Supérieure (3 Adultes + 1 Enfant)Mars 2020FamilleCommentaire envoyé le 8 mars 2020Bien 
Clara;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Couple;Commentaire envoyé le 8 mars 2020;Agréable;6,2;Poubelle non vider à mon arriver. Il y avais encore des serviettes hygiéniques de la femme précédente;;1;Disney's Newport Bay Club;ClaraFranceChambre Supérieure (2 Adultes + 2 Enfants)Mars 2020CoupleCommentaire envoyé le 8 mars 2020Agréable
Christelle;France;Chambre Supérieure (4 Adultes);2;Mars 2020;Famille;Commentaire envoyé le 8 mars 2020;Très bien;8,0;Le décor, les services à disposition (piscine, sauna, hammam, salle de sport ...) et l'accueil;"Tarif petit-déjeuner trop élevé pour une famille de 4 personnes sur 2 jours ! (28€ /pers et /jour)
Attente trop longue pour la navette retour hôtel/parc...celle d'autres hôtels ont passés jusqu'à 3 fois avant que la notre arrive !! sous la pluie et dans le froid = pas cool !!";0;Disney's Newport Bay Club;ChristelleFranceChambre Supérieure (4 Adultes)Mars 2020FamilleCommentaire envoyé le 8 mars 2020Très bien
Fabienne;France;Chambre Supérieure (1 Adulte + 3 Enfants);1;Mars 2020;Famille;Commentaire envoyé le 4 mars 2020;Moyen , chambre très sommaire;7,0;"Emplacement 
Parking
Salle de sport sauna";"Hôtel un peu vieillot, petit déjeuner cher 
Pas de café ni thé ni eau dans la chambre 
Chambre très sommaire";0;Disney's Newport Bay Club;FabienneFranceChambre Supérieure (1 Adulte + 3 Enfants)Mars 2020FamilleCommentaire envoyé le 4 mars 2020Moyen , chambre très sommaire
Aurélie;France;Chambre Supérieure (2 Adultes + 2 Enfants);1;Février 2020;Famille;Commentaire envoyé le 2 mars 2020;Bien ;7,0;"Belle chambre confortable. 
Super accueil et très bonne organisation à l'arrivée. 
Piscine bien surveillé et prêt d'équipement et de serviette. 
possibilité de prendre des boissons gratuites
Bonne situation : très proche de Disney village";"Seuls points négatifs : les boissons accessibles au machine ne sont que des boissons sucrés : pas de thé non sucré par exemple. 
Communication par téléphone et par mail avec l'établissement pour des renseignement avant ou après le séjour impossible. J'ai demandé un envoi d'une facture de présence par mail à l'accueil, je n'ai toujours rien reçu. Et impossible de contacter directement l'établissement.";0;Disney's Newport Bay Club;AurélieFranceChambre Supérieure (2 Adultes + 2 Enfants)Février 2020FamilleCommentaire envoyé le 2 mars 2020Bien 
Lisa;France;Chambre Supérieure (2 Adultes + 2 Enfants);2;Février 2020;Famille;Commentaire envoyé le 29 février 2020;Bien;8,0;Proximité du parc, lit confortable, decoration immersive;"Il n'y a pas de passerelles entre l'aile est et ouest, quand on est au 1er étage il faut monter au 2eme puis redescendre pour aller à la piscine.. 
Piscine pas très chaude";1;Disney's Newport Bay Club;LisaFranceChambre Supérieure (2 Adultes + 2 Enfants)Février 2020FamilleCommentaire envoyé le 29 février 2020Bien
Menceclé36;France;Chambre Supérieure – Côté Lac (4 Adultes);2;Février 2020;Famille;Commentaire envoyé le 28 février 2020;Avis mitigé;7,0;Le lit et les coussins étaient top, le personnel et la déco également. Pour les gens ayant des enfants en bas âge, il y avait un lit parapluie. J ai egalement aimé trouvé une table à repasser et un fer.;Je suis surtout déçue par la chambre. Sous le lit il y avait des déchets qui n était pas les notres, il y avait des traces bizarres sur les murs. C est un petit détail mais étant en hiver, nous avons épuisés les mouchoirs de la chambre et heureusement que nous en avions apportés, car personne n en a remis. Ce n était pas évident de se doucher sans en mettre partout. Cela ne faisait pas 4 étoiles.;1;Disney's Newport Bay Club;Menceclé36FranceChambre Supérieure – Côté Lac (4 Adultes)Février 2020FamilleCommentaire envoyé le 28 février 2020Avis mitigé
Jean;France;Chambre Supérieure (3 Adultes + 1 Enfant);1;Février 2020;Famille;Commentaire envoyé le 26 février 2020;Très bien;8,0;PETIT DEJEUNER TROP CHER;;0;Disney's Newport Bay Club;JeanFranceChambre Supérieure (3 Adultes + 1 Enfant)Février 2020FamilleCommentaire envoyé le 26 février 2020Très bien
Helene;France;Chambre Supérieure (4 Adultes);1;Février 2020;Famille;Commentaire envoyé le 25 février 2020;Très bien;8,0;La proximité avec les parcs Disney;Un 4* pas vraiment à la hauteur : la TV ne fonctionnait pas / Le décor un peu vieillissant / Le petit déjeuner à 29€ un peu cher surtout pour des enfants;1;Disney's Newport Bay Club;HeleneFranceChambre Supérieure (4 Adultes)Février 2020FamilleCommentaire envoyé le 25 février 2020Très bien
