Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Sophie;France;Chambre Supérieure;2;Août 2021;Famille; 28 août 2021;Très bon rapport qualité prix.;10.0;Presque tout.;"Si la chambre avait été un peu plus grande, cela aurait été mieux car nous étions 4 adules.
Le sèche cheveux n'était pas très efficace.";;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Sébastien;France;Chambre Supérieure - Côté Lac;1;Août 2021;Famille; 28 août 2021;Plus jamais;3.0;Excellente situation et personnel très à l'écoute.;C'est un enfer pour entrer dans l'établissement. Prendre un assenceur est aussi long que de faire une attraction avec beaucoup de stress en plus car beaucoup ne suivent pas le jeux et n'attendent pas leur tour. Beaucoup de frustration... Sortir ou entrer sont les deux moments les plus redoutés.;;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Anissa;France;Chambre Supérieure;2;Août 2021;Famille; 28 août 2021;Exceptionnel;10.0;Super tout le personnel est génial mais pas eu le temps de profiter de la piscine Disney avc des enfants est déjà un énorme programme;;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Clarisse;France;Chambre Supérieure;1;Août 2021;Famille; 23 août 2021;Excellent hôtel familial;10.0;Propreté, calme, sens du service, très bonne literie. 4;"Un petit frigo dans la chambre serrait
bienvenue.";;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Smadja;France;Chambre Supérieure - Côté Lac;1;Août 2021;Famille; 23 août 2021;Médiocre ;2.0;"Chambre 
Emplacement
Personnel à la réception";"Restaurant catastrophique un peu de respect quand même pour le prix...
Faire la queue pour l'ascenseur etc 
Personnel au restaurant";;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Claire;France;Chambre Supérieure;1;Août 2021;Groupe; 22 août 2021;Exceptionnel;10.0;Très bien passé.;Non très bien.;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Daniel;France;Chambre Supérieure;1;Août 2021;Famille; 17 août 2021;Le séjours en bon souvenir;9.0;Chambre et petit déjeuner super;RAS;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Florian;France;Chambre Supérieure - Côté Lac;1;Août 2021;Famille; 8 août 2021;Établissements très mauvais…;1.0;Établissements trop bruyant, piscine chauffées mais non chauffée. Restaurant qui ne respectent pas les distances sanitaire. Pour une nuit à 500 euros, Les prestations ne sont pas là…;;;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Kim;Belgique;Chambre Supérieure;1;Août 2021;Couple; 4 août 2021;Moment magique;10.0;Tout le personnel est vraiment à l écoute et nous ont même changer de chambre pour être tout près des personnes avec qui nous somme venu;Les chambre son superbe le cadre vue sur le lac juste wawww;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Guillaume;France;Chambre Club Compass (2 Adultes);1;Juillet 2021;Famille; 2 août 2021;Magique;10.0;Tout;Rien;;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-07-01
Valerie;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Juillet 2021;Famille; 31 juillet 2021;New port;9.0;Je connaissais déjà cet établissement, tout était parfait;Rien;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Coralie;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 29 juillet 2021;Un peu déçu de cette chambre haut de gamme;5.0;"- confort 
- belle vue
- personnages Mickey et Minnie dans l’hôtel";"- attente 
- manque de suppléments : pas d’eau, pas de sachet de thé ( alors qu’une bouilloire est à disposition ) 
- manque un petit réfrigérateur dans la chambre 
Ce sont des basiques pour un 4 étoiles";;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Anne-laure;Suisse;Chambre Supérieure - Côté Lac;3;Juillet 2021;Famille; 29 juillet 2021;Magnifique hôtel pour rester dans la Magie du Parc;9.0;La décoration est magnifique comme tout le reste des Parcs et l’accueil du personnel est top.;Juste un peu chaud dans notre chambre car climatisation bloquée à 21 degrés et pas possible d’ouvrir les fenêtres vu notre 5ème étage mais on nous a aimablement proposé un ventilateur. Par contre le prix du petit-déjeuner (28 euros) reste cher malgré le choix et le cadre (20 serait plus approprié).;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Yannick;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Couple; 26 juillet 2021;bien mais le rapport qualité prix n'est pas là, regardez les autre hôtel Disney 3* mieux placé.;5.0;la décoration de la chambre qui est bien dans l'esprit du newport, la vue du lac, les salles de restauration de qualité, petit déjeuner de qualité. la literie de bonne qualité.;"le prix n'est pas justifié par rapport a l'équipement. taille tv ridicule (32"")par rapport a la taille de la chambre aujourd'hui le minimum serait 107"", pas de bouilloire avec du café ou thé comme dans beaucoup d'hôtel moins chère, pas de mini-frigo etc.
quelques finitions à revoir, pas de la porte de la salle de bain abimée par l'humidité, coup dans la baignoire (hygiène?), les serviettes de l'hôtel rêche et jaunie par le temps digne d'un formule 1. 
le prix du petit déjeuner (28€) est un peu chère le juste prix serait à 20€, mais la qualité est bonne.
comme beaucoup d'autre prestation très chères";;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Nathalie;France;Chambre Supérieure;1;Juillet 2021;Famille; 25 juillet 2021;Décevant je ne recommande pas;4.0;"Cet hôtel Disney est proche du parc d'attraction, et sécurisé avec contrôle de bagage (comme à l'aéroport)
Chambre spacieuse et calme.
Personnel agréable";"Rapport qualité prix très mauvais, on paye vraiment l'emplacement !
Dîner à 38 euros avec un repas de cantine très médiocre 
Décevant dans l'ensemble , je ne le recommande pas, mieux vaut prendre l'hôtel l'explorer un peu plus loin mais d'un bon rapport qualité/prix";;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Nadia;France;Chambre Supérieure - Côté Lac;2;Juillet 2021;Famille; 20 juillet 2021;Nous ne reviendrons pas et nous ne conseillerons pas;5.0;Rapport qualité prix très mauvais …. Près de 120 euros pour 2 adultes et 2 enfants …. Café exécrable;"Le niveau de l hôtel n est pas celui d un 4 étoilés ; le rapport qualité prix est très mauvais … pas même une bouteille d eau dans la chambre , pas de mini bar , pas de bouilloire …. Papier peint arraché….. quant au restaurant c est pitoyable …";;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Didier;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Juillet 2021;Couple; 18 juillet 2021;Exceptionnel;10.0;La gentillesse et la souplesse du personnel.;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Yve;France;Chambre Supérieure - Côté Lac;3;Juillet 2021;Famille; 17 juillet 2021;Passez votre chemin;1.0;En rodage à la sortie du confinement, personnel agréable mais service médiocre, tout est fermé , les chambres sont vides il faut tout demander: frigo / bouilloire/ sèche cheveux… pas de café pas de thé dans les chambres. Restauration plus que médiocre, pas de services et super cher pour rien. Hôtel vieillissant et obsolète, beaucoup trop cher. Vous pourrez louer un appartement / maison en dehors du parc: conseil !!!;Tout. Pas de services, restauration médiocre , pas de sauna. Aucun jeux pour les enfants, bravo pour un hôtel familial qui est censé accueillir des familles.;;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Aude;France;Chambre Supérieure;1;Juillet 2021;Famille; 14 juillet 2021;NUL. A fuir ... Une pure arnaque.;1.0;Plus aucune place dans aucun restaurant pour le diner du soir ... après plusieurs réclamations, on vous sert des restes du petit dejeuner du matin. Inacceptable - Prix exhorbitants pour des services inacceptables.;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Marine;France;Chambre Supérieure;1;Juillet 2021;Voyageur individuel; 12 juillet 2021;Exceptionnel;10.0;Tout;Rien;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Claire;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 6 juillet 2021;Fabuleux ;9.0;Merveilleux hôtel qui vous emmène aux pays des rêves;Rien à signaler;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Elisa;Belgique;Chambre Supérieure;1;Juillet 2021;Couple; 6 juillet 2021;Exceptionnel;10.0;Les décors, l’amabilité de la réceptionniste, le cadre;Le laisser aller des peintures et du matériel qui commence doucement à vieillir;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Veronique;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Famille; 1 juillet 2021;déçu;5.0;déçu , une chambre supérieur avec soit disant vu sur le lac??? l fallait se mettre sur le coté de la fenêtre pour la vue, sinon de face la vue était sur d'autres fenêtre, alors certes nous y sommes pour dormir mais se retrouver à l'autre bout de l'hôtel pour pas grand chose, c'est vraiment moyen;j'ai du réclamer la bouilloire qui à l'origine devais y être , pas de plateau de courtoisie alors que l'année dernière dans les mêmes conditions sanitaire au cheyenne (2 étoiles) ce plateau y était......... je trouve çà limite!!!!;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juin;6;2021;1;2021-06-01
Helene;France;Chambre Supérieure;3;Juin 2021;Groupe; 29 juin 2021;Séjour décevant;4.0;"Literie confortable
Personnel agréable
Proximité du parc";"Pas de service de nettoyage des chambres, aucune information à ce sujet
Ascenseurs en nombre insuffisant et pas tous fonctionnels
Nettoyage des parties communes un peu rapide!!
Trop de monde aux repas, créneaux horaires mal gérés
Pas digne d'un 4 étoiles!";;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Jérôme;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Famille; 29 juin 2021;Passable;5.0;L'emplacement de l'hôtel par rapport au parc est top. Chambre correct mais peu de prestations pour le prix. Pas de machine à café dans la chambre par exemple ni même de frigo.;Actuellement le personnel est débordé même si ils essaient de faire leur maximum. Organisation à revoir très rapidement.;;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Laura;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Couple; 27 juin 2021;Au top;10.0;La propreté, la literie, le personnel;;;Disney's Newport Bay Club;2;6;juin;6;2021;0;2021-06-01
Elodie;France;Chambre Supérieure;1;Juin 2021;Famille; 24 juin 2021;Confortable mais très cher;10.0;L’hôtel était vraiment propre;Le prix très cher pour ce que c’est;;Disney's Newport Bay Club;2;6;juin;6;2021;0;2021-06-01
Sarah;France;Chambre Supérieure;1;Juin 2021;Famille; 23 juin 2021;séjour décevant pour le prix payé.;3.0;Chambre calme;"Ma demande de vue sur lac non prise en compte alors que précisée et commentaire de la réception ""aucune chambre n'a vue sur lac""... mensonge! chambre check in attente de 45 mn, équipement chambre mal entretenu trace de rouille dans la salle de bain, piles HS dans la télécommande de la TV donc inutilisable.";1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Ludovic;France;Chambre Supérieure;1;Juin 2021;Couple; 22 juin 2021;Proche du parc mais chambre juste faite pour dormir.;3.0;Le personnel (nous sommes passés au bar) était très aimable.;"Les chaines françaises de la petite TV ne fonctionnaient pas.
La planche où poser les affaires à l'entrée était cassée.
La chambre est petite, sans décoration particulière, pas de fauteuil ou canapé.
Cela correspond à un hôtel 2 ou 3 étoiles max, certainement pas 4 étoiles!
J'ai l'impression de m'être fait arnaqué, pourtant je suis un grand fan de Mickey et de Steamboat Willie, et je ne compte pas mes sous.
Il s'agit de la pire chambre que j'ai eu parmi tous les hôtels du Resort. J'ai peut-être mal choisi ou mal compris. Bref je suis très déçu.
Le mode d'emploi du petit déjeuner n'a pas été proposé, et je ne me suis pas battu.
A la réception on nous a dit que quelques mots, entre de longues minutes d'attente (pas d'explication, peut-être une panne informatique ou des difficultés).";1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Hannah;France;Chambre Supérieure;1;Juin 2021;Famille; 21 juin 2021;Je n’y reviendrai pas !;3.0;"La literie … à la limite 
Les personnages ( enfin plutôt ) dans le hall !";"-Notre chambre était au bout du bout , attention à oublier quoi que ce soit
-Notre chambre était prévue pour 15h , nous l’avons eu qu’à 17h45 . Nous avons pris un hôtel à Disney pour pouvoir monter faire la sieste pour moi en ceinte ainsi que pour mon fils de 2 ans , qui a finalement dû faire sa sieste en plein soleil ! L’hôtel nous a bien dit qu’elle serait prête à 15h et qu’on recevrait un sms . Bien évidement ni prête à l’heure ni reçu le moindre message .
-Soit disant un 4 étoile , pas de chausson en chambre pour descendre à la piscine , ce qui fait que chaque personne avec qui nous avons discuté sont descendu avec les chaussures de villes ! Vive l’hygiène
-les serviettes de bains sont granuleuse , pas agréable de s’essuyer avec !
-côté restauration : je conçois , je comprend et je compathie avec la nouvelle organisation post covid , mais je trouve ça tellement mal fait ! A la base c’était sensé être un buffet , hors dans un buffet au delà dû volonté ( qui a été respecter ) nous sommes libre de manger ce que nous souhaitons ! Hors là il nous impose des assiettes toutes faites ! Qd on ne mange pas de crevette par exemple et qu’on demande à les enlever on nous répond «  on ne peut modifier aucune assiette » . Du coup très limite , a 38€ par adulte hors boissons ça fait bien cher ! Le service est extrêmement LONG même si je comprend que le service à table soit une organisation nouvelle , mais pour des plats déjà préparer … venir à 19h30 avec un enfant de 2ans et repartir à 22h ça fait plus que long !
Pour couronner le tout du soit disant 4 étoiles , on nous a servi une assiette de fromage avec des raisons NOIR transformer en BLANC par la masse importante de moisissure recouvrant les raisins .
-Dans la chambre , notre clime ne marchait pas , nous avons été indulgent et appeler la réception sauf que : personne ne répond ! Et ceux pdt plus d’1h !";2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Lo;Belgique;Chambre Supérieure;2;Juin 2021;Couple; 20 juin 2021;Passable;5.0;"Proximité du parc 
Gentillesse et implication des serveurs";"- bruit en continu durant la nuit 
- chaine TV indisponible 
- plusieurs grand chariot à bagages disponibles, mais pas d’aide pour nous. Les petits apparemment indisponible
- Attente d’au moins 30 min entre chaque plats les deux jours 
- draps déchirés";;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Louis;France;Chambre Supérieure;1;Juin 2021;Couple; 19 juin 2021;Mauvais;1.0;L'emplacement, permettant d'etre au parc dès 8h30, et c'est tout.;Un prix scandaleux (320 euros la chambre) pour des prestations du niveau d'un ibis style. Pour ce prix même pas de dejeuner inclus qui lui coute 38 euros par personne !!!!;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
