Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Keen;France;Chambre Supérieure;1;Octobre 2021;Famille; 22 octobre 2021;Bien ;7.0;Le personnel agréable;"L’hôtel est vieillissant il a besoin d’un coup de neuf pour le
Prix";0;KeenFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 22 octobre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Amndine;Belgique;Chambre Supérieure;2;Septembre 2021;Famille; 22 octobre 2021;Passable;5.0;On aime tout au newport;"Sauf, les chambres qu ils laissent a booking. En effet, de la porte d entre de l hotel à notre chambre, nous n etions pas loin du kilometre!
Dommage de ne pas etre plus fair play et de laisser des chambrees a l emplacement acceptable. Surtout quand on a un bebe!";0;AmndineBelgiqueChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 22 octobre 2021Passable;Newport_Bay_Club;0;6;septembre;9;2021;1;2021-09-01
Dan;Chine;Chambre Supérieure;1;Octobre 2021;Famille; 22 octobre 2021;都很好！！还会再次入住的！;10.0;;;0;DanChineChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 22 octobre 2021都很好！！还会再次入住的！;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Ana;Portugal;Chambre Supérieure;3;Octobre 2021;Couple; 21 octobre 2021;Bien ;7.0;;;0;AnaPortugalChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 21 octobre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Chanel;Royaume-Uni;Chambre Supérieure;2;Octobre 2021;Couple; 21 octobre 2021;Convenient and comfortable;7.0;;;0;ChanelRoyaume-UniChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 21 octobre 2021Convenient and comfortable;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Peter;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Famille; 21 octobre 2021;Satisfactory but not outstanding;6.0;;;0;PeterRoyaume-UniChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 21 octobre 2021Satisfactory but not outstanding;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
James;France;Chambre Supérieure;2;Octobre 2021;Famille; 21 octobre 2021;extrêmement déçue;3.0;"très déçue pour 600€ les 2 nuits :
pas de ménage entre les 2 nuits , les serviettes non changées, une bouilloire à disposition mais pas de café/ thé/ sucre , 
les tiroirs de la commode ne ferment pas, pas de klinex dans la boîte à klinex";;0;JamesFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 21 octobre 2021extrêmement déçue;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Paivi;Finlande;Chambre Supérieure;2;Octobre 2021;Famille; 21 octobre 2021;Passable;5.0;;;0;PaiviFinlandeChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 21 octobre 2021Passable;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Nadia;France;Chambre Supérieure;1;Septembre 2021;Couple; 21 octobre 2021;Assez médiocre ;3.0;La proximité avec le parc;Le manque d’hygiène;0;NadiaFranceChambre SupérieureSeptembre 2021CoupleCommentaire envoyé le 21 octobre 2021Assez médiocre ;Newport_Bay_Club;0;6;septembre;9;2021;1;2021-09-01
Angelique;Belgique;Chambre Supérieure;2;Septembre 2021;Famille; 21 octobre 2021;Exceptionnel;10.0;;;0;AngeliqueBelgiqueChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 21 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;septembre;9;2021;1;2021-09-01
Anonyme;Pays-Bas;;2;Octobre 2021;Famille; 20 octobre 2021;Bien ;7.0;;;0;AnonymePays-BasnanOctobre 2021FamilleCommentaire envoyé le 20 octobre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Anonyme;Royaume-Uni;;4;Octobre 2021;Famille; 20 octobre 2021;Bien ;7.0;;;0;AnonymeRoyaume-UninanOctobre 2021FamilleCommentaire envoyé le 20 octobre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Manon;France;Chambre Supérieure;1;Octobre 2021;Famille; 20 octobre 2021;Exceptionnel;10.0;;;0;ManonFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 20 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Audrey;France;Chambre Supérieure;1;Octobre 2021;Famille; 20 octobre 2021;Rapport qualité prix médiocre;5.0;le contact avec le personnel, ils sont au niveau d’un 4 étoiles.;L’emplacement de la chambre, le ménage (nous avons retrouvé une paire de chaussettes qui ne nous appartenait pas), bruit de canalisation, pas de mini bar;0;AudreyFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 20 octobre 2021Rapport qualité prix médiocre;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Gipsy;Suisse;Chambre Supérieure avec Terrasse;2;Octobre 2021;Famille; 20 octobre 2021;Du monde;7.0;L’emplacement est correct;Trop de monde et zéro organisation de l’équipe du personnel;0;GipsySuisseChambre Supérieure avec TerrasseOctobre 2021FamilleCommentaire envoyé le 20 octobre 2021Du monde;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Nicole;Pays-Bas;Chambre Club Compass - Côté Lac (2 Adultes);1;Septembre 2021;Couple; 20 octobre 2021;Très bien;8.0;;;0;NicolePays-BasChambre Club Compass - Côté Lac (2 Adultes)Septembre 2021CoupleCommentaire envoyé le 20 octobre 2021Très bien;Newport_Bay_Club;2;6;septembre;9;2021;1;2021-09-01
Suhail;Émirats arabes unis;Chambre Supérieure;1;Septembre 2021;Couple; 20 octobre 2021;Passable;5.0;;;1;SuhailÉmirats arabes unisChambre SupérieureSeptembre 2021CoupleCommentaire envoyé le 20 octobre 2021Passable;Newport_Bay_Club;0;6;septembre;9;2021;1;2021-09-01
Demont;France;Chambre Supérieure;2;Octobre 2021;Couple; 20 octobre 2021;Très bien;8.0;;;0;DemontFranceChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 20 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Hammoud;Émirats arabes unis;Chambre Supérieure;1;Octobre 2021;Couple; 20 octobre 2021;Passable;5.0;;;0;HammoudÉmirats arabes unisChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 20 octobre 2021Passable;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Ghia;Liban;Chambre Supérieure;3;Octobre 2021;Famille; 20 octobre 2021;super dirty;6.0;;;0;GhiaLibanChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 20 octobre 2021super dirty;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Marcel;Suisse;Chambre Supérieure avec Terrasse;3;Octobre 2021;Couple; 20 octobre 2021;Très bien;8.0;;;0;MarcelSuisseChambre Supérieure avec TerrasseOctobre 2021CoupleCommentaire envoyé le 20 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Thomas;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Couple; 19 octobre 2021;Didn't live up to expectations: basic hotel, not good value for money, cleaners strike going on!;5.0;;;0;ThomasRoyaume-UniChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 19 octobre 2021Didn't live up to expectations: basic hotel, not good value for money, cleaners strike going on!;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Delgado;Espagne;Chambre Supérieure;1;Octobre 2021;Famille; 19 octobre 2021;Genial la piscina;10.0;;;0;DelgadoEspagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 19 octobre 2021Genial la piscina;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
J;Allemagne;Chambre Supérieure - Côté Lac;5;Octobre 2021;Famille; 19 octobre 2021;Lage fantastisch, sehr voll und teilweise etwas chaotisch.;6.0;;;0;JAllemagneChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 19 octobre 2021Lage fantastisch, sehr voll und teilweise etwas chaotisch.;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Valeska;Suisse;Chambre Supérieure;1;Octobre 2021;Famille; 19 octobre 2021;Médiocre ;2.0;;;0;ValeskaSuisseChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 19 octobre 2021Médiocre ;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Mike;Belgique;Chambre Supérieure - Côté Lac;2;Août 2021;Couple; 19 octobre 2021;Agréable;6.0;;;0;MikeBelgiqueChambre Supérieure - Côté LacAoût 2021CoupleCommentaire envoyé le 19 octobre 2021Agréable;Newport_Bay_Club;1;6;août;8;2021;2;2021-08-01
Mike;Belgique;Chambre Supérieure - Côté Lac;2;Août 2021;Couple; 19 octobre 2021;Très bien;8.0;;;0;MikeBelgiqueChambre Supérieure - Côté LacAoût 2021CoupleCommentaire envoyé le 19 octobre 2021Très bien;Newport_Bay_Club;2;6;août;8;2021;2;2021-08-01
Rossignol;France;Chambre Supérieure - Côté Lac;1;Octobre 2021;Couple; 19 octobre 2021;trop chère par rapport au rêve Disney;4.0;la vue et magnifique dans la chambre mes il n’y que ça avec le confort , et la navette toute les 12 min;le prix , 322€ la nuitée pour 2 pour une chambre vue lac sans billet avec un sèche cheveux des années 90 un lit bebe déjà déplié qui n’a rien à faire la … sans petit déjeuné , et à l’arrivé on ne trouve pas ma réservation, 15 20 minute pour avoire un assenceur vraiment sa ne vos pas sont prix ….. la déco et vielle et la télé et minuscule pas de mini bar . en plus lors de notre visite une manifestation a eux lieu très dérangeante car des vigiles étais là en masse , le petit déjeuné a 23 € …. vraiment déçu !;0;RossignolFranceChambre Supérieure - Côté LacOctobre 2021CoupleCommentaire envoyé le 19 octobre 2021trop chère par rapport au rêve Disney;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Anonyme;Émirats arabes unis;;2;Octobre 2021;Famille; 18 octobre 2021;Mauvais;1.0;;;0;AnonymeÉmirats arabes unisnanOctobre 2021FamilleCommentaire envoyé le 18 octobre 2021Mauvais;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Edith;États-Unis;Chambre Supérieure;2;Octobre 2021;Famille; 18 octobre 2021;Agréable;6.0;;;1;EdithÉtats-UnisChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 18 octobre 2021Agréable;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Mc37;France;Chambre Supérieure - Côté Lac;1;Octobre 2021;Famille; 18 octobre 2021;Hôtel décevant / il baigne dans son jus !!!;5.0;Localisation de l'hôtel;Hôtel vétuste / prix complètement en décalage avec le niveau de prestation;0;Mc37FranceChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 18 octobre 2021Hôtel décevant / il baigne dans son jus !!!;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Fahruk;Suisse;Chambre Supérieure;2;Octobre 2021;Famille; 18 octobre 2021;Très bien;8.0;;;0;FahrukSuisseChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 18 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Jonathan;France;Chambre Supérieure;3;Octobre 2021;Famille; 18 octobre 2021;Déçu.;4.0;L’hôtel est beau, le personnel est agréable.;La chambre n’a pas été faite par les femmes de chambres pour les 3 nuits. Honteux. Le manageur nous a seulement suggéré d’écrire un mail de mécontentement. Honteux pour un 4 étoiles. Une manifestation au porte de l’hôtel pendant tout le séjour. Restaurant de l’hôtel décevant. Seul l’un d’entre eux été ouvert, donc surpeuplé. Nous avons été très déçus.;0;JonathanFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 18 octobre 2021Déçu.;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Victoria;France;Chambre Supérieure;2;Octobre 2021;Groupe; 18 octobre 2021;Катастрофа;1.0;;;0;VictoriaFranceChambre SupérieureOctobre 2021GroupeCommentaire envoyé le 18 octobre 2021Катастрофа;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Florian;Italie;Chambre Supérieure - Côté Lac;2;Octobre 2021;Voyageur individuel; 18 octobre 2021;Médiocre ;2.0;;;0;FlorianItalieChambre Supérieure - Côté LacOctobre 2021Voyageur individuelCommentaire envoyé le 18 octobre 2021Médiocre ;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Rui;Portugal;Chambre Supérieure;1;Octobre 2021;Famille; 18 octobre 2021;foi uma boa estadia. piscina duncionarios e proximidade aos parques;8.0;;;0;RuiPortugalChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 18 octobre 2021foi uma boa estadia. piscina duncionarios e proximidade aos parques;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Agnès;France;Chambre Supérieure;1;Octobre 2021;Groupe; 17 octobre 2021;Bien mais mauvais rapport qualité prix;6.0;"Proximité du parc Disney
Bagagerie
1 carte par personne pour 4 boissons chaudes à prendre aux machines qui sont dans les couloirs (pas faciles à trouver !)";"Chambre à 378 euros pour 4 personnes, mais 1 seule table de nuit située entre les 2 lits, tien pour les extrémités !
Absence de prise en tête de lit ou au pied du lit.
Absence de joint entre le pare-baignoire et la baignoire = inondation assurée 
Absence de frigo (inadmissible vu le prix de la chambre)";0;AgnèsFranceChambre SupérieureOctobre 2021GroupeCommentaire envoyé le 17 octobre 2021Bien mais mauvais rapport qualité prix;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Mathieu;France;Chambre Supérieure;1;Octobre 2021;Famille; 17 octobre 2021;Très bien;8.0;;;0;MathieuFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 17 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Salvatore;Italie;Chambre Supérieure;2;Octobre 2021;Famille; 17 octobre 2021;Décevant;4.2;;;0;SalvatoreItalieChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 17 octobre 2021Décevant;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Giovanni;Italie;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille; 17 octobre 2021;Passable;5.0;;;0;GiovanniItalieChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 17 octobre 2021Passable;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Vanlanden;Belgique;Chambre Supérieure;1;Octobre 2021;Couple; 17 octobre 2021;Bon séjour;9.0;Les lits la propreté de la salle de bain et l'accueil très chaleureux du personnel et surtout le calme dans notre chambre.;La chambre n'était pas terminée avant notre arrivée chambre peu aspiré. Déjeuner assez cher mais pas un scandale non plus. Et surtout le non respect de certains clients pour les mesures sanitaires.;0;VanlandenBelgiqueChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 17 octobre 2021Bon séjour;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Imbert;France;Chambre Supérieure;1;Octobre 2021;Famille; 17 octobre 2021;Décevant;4.0;Trop attente a la réception alors que nous étions seul, et il on mis 30 minutes à retrouver notre réservation faite via Booking;Calme;0;ImbertFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 17 octobre 2021Décevant;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Raimondo;Allemagne;Chambre Supérieure;1;Octobre 2021;Famille; 17 octobre 2021;Bien ;7.0;;;0;RaimondoAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 17 octobre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Ammie;France;Chambre Supérieure;1;Octobre 2021;Famille; 16 octobre 2021;Bien mais pour le prix autant aller ailleurs;6.0;"Je n'ai pas apprécié l'accueil faite à 23h30. L'attente du service à table pr le petit déjeuner ( certaines tables arrivées après nous, servies avant nous) et tt simplement la dimension de l'hôtel , les dédales de couloirs interminables.
Pour le prix, les hôtels moins chers et un peu plus loin comme le cheyenne étaient tt aussi bien pr y avoir déjà séjourné. Pas de café ou de deca ds notre chambre, boîte de mouchoirs vide ( il en restait deux)";La literie de bonne qualité.;0;AmmieFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 16 octobre 2021Bien mais pour le prix autant aller ailleurs;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Maude;France;Chambre Supérieure;1;Octobre 2021;Couple; 15 octobre 2021;Très déçue par la qualité de l’hôtel;7.0;l’emplacement;"La décoration des chambres pas très moderne
La salle de bain pas très jolie et pas impecable 
La piscine qui fait un peu cheap
Le hammam et sauna non accesibles (alors que le contraire était indiqué). Clairement pour un 4 étoiles nous nous attendions à beaucoup mieux. cela vaut au mieux un 2 étoiles.";2;MaudeFranceChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 15 octobre 2021Très déçue par la qualité de l’hôtel;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Friderike;Allemagne;Chambre Supérieure;1;Octobre 2021;Famille; 15 octobre 2021;Lage top, renovierungsbedürftig;7.0;;;0;FriderikeAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 15 octobre 2021Lage top, renovierungsbedürftig;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Gwendoline;France;Chambre Supérieure;1;Octobre 2021;Couple; 15 octobre 2021;Exceptionnel;10.0;L’hôtel est très joli, un décor qui fait rêver ( en bonus, on avons vu minnie 🤪);L’hôtel devait m’envoyer un sms pour connaître mon numéro de chambre mais cela n’a pas été fait. Ce qui nous a obligé à rentrer à l’hôtel et nous avons été en retard à notre réservation a un restau.;0;GwendolineFranceChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 15 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Balas;Roumanie;Chambre Club Compass - Côté Lac (2 Adultes);3;Octobre 2021;Couple; 15 octobre 2021;Best possible vacation that we ever had!;10.0;;;0;BalasRoumanieChambre Club Compass - Côté Lac (2 Adultes)Octobre 2021CoupleCommentaire envoyé le 15 octobre 2021Best possible vacation that we ever had!;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Anonyme;Allemagne;;3;Octobre 2021;Famille; 14 octobre 2021;Très bien;8.0;;;0;AnonymeAllemagnenanOctobre 2021FamilleCommentaire envoyé le 14 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Lawrence;Allemagne;Chambre Supérieure;1;Octobre 2021;Famille; 12 octobre 2021;Médiocre ;2.0;;;0;LawrenceAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 12 octobre 2021Médiocre ;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Musaed;Arabie saoudite;Chambre Supérieure;1;Septembre 2021;Famille; 12 octobre 2021;Bien ;7.0;;;0;MusaedArabie saouditeChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 12 octobre 2021Bien ;Newport_Bay_Club;1;6;septembre;9;2021;1;2021-09-01
Celia;Espagne;Chambre Supérieure;1;Octobre 2021;Famille; 12 octobre 2021;Mauvais;1.0;;;0;CeliaEspagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 12 octobre 2021Mauvais;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Fhetin;France;Chambre Supérieure - Côté Lac;3;Septembre 2021;Famille; 12 octobre 2021;exagérément onéreux. pas de proximité avec les mascot et pas préciser ! trop d'attente pour le prix;5.0;la proximité avec le parc;pas chaleureux;0;FhetinFranceChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 12 octobre 2021exagérément onéreux. pas de proximité avec les mascot et pas préciser ! trop d'attente pour le prix;Newport_Bay_Club;0;6;septembre;9;2021;1;2021-09-01
Jigar;Belgique;Chambre Supérieure;2;Septembre 2021;Famille; 10 octobre 2021;They gave us 1st floor. Which is -1. And reason was given that if we book thru their website they could give me higher f;8.0;;;0;JigarBelgiqueChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 10 octobre 2021They gave us 1st floor. Which is -1. And reason was given that if we book thru their website they could give me higher f;Newport_Bay_Club;2;6;septembre;9;2021;1;2021-09-01
